day,price
2025-06-04,1964.75
2025-06-04,1964.75
2025-06-04,1964.75
2025-06-05,1967.68
2025-06-06,1968.87
2025-06-07,1968.87
2025-06-08,1968.87
2025-06-09,1969.63
2025-06-10,1956.03
2025-06-11,1948.13
2025-06-12,1961.77
2025-06-13,1956.33
2025-06-14,1956.33
2025-06-15,1956.33
2025-06-16,1963.53
2025-06-17,1966.41
2025-06-18,1971.64
2025-06-19,1971.64
2025-06-20,1985.78
2025-06-21,1985.78
2025-06-22,1985.78
2025-06-23,1990.88
2025-06-24,1987.22
2025-06-25,1977.02
2025-06-26,1984.28
2025-06-27,1986.83
2025-06-28,1986.83
2025-06-29,1986.83
2025-06-30,2002.87
2025-07-01,2007.96
2025-07-02,2010.84
2025-07-03,2007.1
2025-07-04,2008.03
2025-07-05,2008.03
2025-07-06,2008.03
2025-07-07,1999.89
2025-07-08,1991.8
2025-07-09,1983.75
2025-07-10,1967.95
2025-07-11,1984.13
2025-07-12,1984.13
2025-07-13,1984.13
2025-07-14,1987.01
2025-07-15,1979.1
2025-07-16,1969.07
2025-07-17,1963.4
2025-07-18,1958.19
2025-07-19,1958.19
2025-07-20,1958.19
2025-07-21,1954.69
2025-07-22,1964.01
2025-07-23,1956.23
2025-07-24,1961.28
2025-07-25,1962.5
2025-07-26,1962.5
2025-07-27,1962.5
2025-07-28,1956.95
2025-07-29,1966.28
2025-07-30,1964.92
2025-07-31,1963.57
2025-08-01,1971.23
2025-08-02,1971.23
2025-08-03,1971.23
2025-08-04,1978.47
2025-08-05,1974.95
2025-08-06,1975.73
2025-08-07,1982.98
2025-08-08,2003.75
2025-08-09,2003.75
2025-08-10,2003.75
2025-08-11,2002.36
2025-08-12,1999.1
2025-08-13,1997.65
2025-08-14,2000.54
