day,price
2025-06-04,1401.21
2025-06-04,1401.21
2025-06-04,1401.21
2025-06-05,1406.16
2025-06-06,1407.01
2025-06-07,1407.01
2025-06-08,1407.01
2025-06-09,1405.34
2025-06-10,1393.93
2025-06-11,1387.89
2025-06-12,1399.31
2025-06-13,1393.49
2025-06-14,1393.49
2025-06-15,1393.49
2025-06-16,1409.37
2025-06-17,1412.09
2025-06-18,1419.38
2025-06-19,1419.38
2025-06-20,1433.56
2025-06-21,1433.56
2025-06-22,1433.56
2025-06-23,1438.58
2025-06-24,1427.86
2025-06-25,1415.01
2025-06-26,1417.73
2025-06-27,1429.14
2025-06-28,1429.14
2025-06-29,1429.14
2025-06-30,1440.86
2025-07-01,1445.86
2025-07-02,1448.61
2025-07-03,1442.29
2025-07-04,1442.96
2025-07-05,1442.96
2025-07-06,1442.96
2025-07-07,1436.68
2025-07-08,1428.2
2025-07-09,1419.78
2025-07-10,1409.82
2025-07-11,1423.82
2025-07-12,1423.82
2025-07-13,1423.82
2025-07-14,1424.33
2025-07-15,1413.8
2025-07-16,1403.36
2025-07-17,1399.54
2025-07-18,1391.71
2025-07-19,1391.71
2025-07-20,1391.71
2025-07-21,1390.09
2025-07-22,1392.8
2025-07-23,1386.86
2025-07-24,1393.89
2025-07-25,1396.92
2025-07-26,1396.92
2025-07-27,1396.92
2025-07-28,1391.03
2025-07-29,1398.09
2025-07-30,1400.81
