day,price
2025-06-04,1501.2
2025-06-04,1501.2
2025-06-04,1501.2
2025-06-05,1506.22
2025-06-06,1507.13
2025-06-07,1507.13
2025-06-08,1507.13
2025-06-09,1505.48
2025-06-10,1493.95
2025-06-11,1487.89
2025-06-12,1499.44
2025-06-13,1495.82
2025-06-14,1495.82
2025-06-15,1495.82
2025-06-16,1507.44
2025-06-17,1510.21
2025-06-18,1517.58
2025-06-19,1517.58
2025-06-20,1531.89
2025-06-21,1531.89
2025-06-22,1531.89
2025-06-23,1536.96
2025-06-24,1528.47
2025-06-25,1515.55
2025-06-26,1518.34
2025-06-27,1527.58
2025-06-28,1527.58
2025-06-29,1527.58
2025-06-30,1541.67
2025-07-01,1546.73
2025-07-02,1547.24
2025-07-03,1543.21
2025-07-04,1541.65
2025-07-05,1541.65
2025-07-06,1541.65
2025-07-07,1535.37
2025-07-08,1526.87
2025-07-09,1518.43
2025-07-10,1506.27
2025-07-11,1520.38
2025-07-12,1520.38
2025-07-13,1520.38
2025-07-14,1525.4
2025-07-15,1514.83
2025-07-16,1504.34
2025-07-17,1500.53
2025-07-18,1492.68
2025-07-19,1492.68
2025-07-20,1492.68
2025-07-21,1491.08
2025-07-22,1496.04
2025-07-23,1487.89
2025-07-24,1492.84
2025-07-25,1498.13
2025-07-26,1498.13
2025-07-27,1498.13
2025-07-28,1492.22
2025-07-29,1499.38
2025-07-30,1499.97
2025-07-31,1498.37
2025-08-01,1510.31
2025-08-02,1510.31
2025-08-03,1510.31
2025-08-04,1515.32
2025-08-05,1507.09
2025-08-06,1507.68
2025-08-07,1514.89
2025-08-08,1538.14
2025-08-09,1538.14
2025-08-10,1538.14
2025-08-11,1534.25
