day,price
2025-06-04,4312.14
2025-06-04,4312.14
2025-06-04,4312.14
2025-06-05,4301.52
2025-06-06,4313.01
2025-06-07,4313.01
2025-06-08,4313.01
2025-06-09,4316.5
2025-06-10,4311.71
2025-06-11,4295.78
2025-06-12,4304.41
2025-06-13,4313.78
2025-06-14,4313.78
2025-06-15,4313.78
2025-06-16,4320.69
2025-06-17,4313.54
2025-06-18,4313.8
2025-06-19,4313.8
2025-06-20,4317.94
2025-06-21,4317.94
2025-06-22,4317.94
2025-06-23,4317.83
2025-06-24,4321.22
2025-06-25,4315.87
2025-06-26,4324.5
2025-06-27,4323.63
2025-06-28,4323.63
2025-06-29,4323.63
2025-06-30,4333.91
2025-07-01,4340.69
2025-07-02,4343.98
2025-07-03,4347.26
2025-07-04,4351.09
2025-07-05,4351.09
2025-07-06,4351.09
2025-07-07,4342.15
2025-07-08,4334.99
2025-07-09,4320.93
2025-07-10,4307.12
2025-07-11,4306.01
2025-07-12,4306.01
2025-07-13,4306.01
2025-07-14,4317.96
2025-07-15,4316.3
2025-07-16,4311.21
2025-07-17,4314.71
2025-07-18,4312.33
2025-07-19,4312.33
2025-07-20,4312.33
2025-07-21,4303.87
2025-07-22,4317.62
