day,price
2025-06-04,3391.41
2025-06-04,3391.41
2025-06-04,3391.41
2025-06-05,3381.7
2025-06-06,3389.94
2025-06-07,3389.94
2025-06-08,3389.94
2025-06-09,3395.0
2025-06-10,3391.54
2025-06-11,3378.13
2025-06-12,3384.3
2025-06-13,3391.04
2025-06-14,3391.04
2025-06-15,3391.04
2025-06-16,3398.46
2025-06-17,3389.96
2025-06-18,3390.33
2025-06-19,3390.33
2025-06-20,3395.86
2025-06-21,3395.86
2025-06-22,3395.86
2025-06-23,3394.71
2025-06-24,3399.67
2025-06-25,3394.87
2025-06-26,3402.25
2025-06-27,3402.94
2025-06-28,3402.94
2025-06-29,3402.94
2025-06-30,3410.24
2025-07-01,3416.32
2025-07-02,3417.53
2025-07-03,3422.4
2025-07-04,3422.82
2025-07-05,3422.82
2025-07-06,3422.82
2025-07-07,3416.73
2025-07-08,3414.3
2025-07-09,3405.84
2025-07-10,3392.9
2025-07-11,3389.94
2025-07-12,3389.94
2025-07-13,3389.94
2025-07-14,3396.02
2025-07-15,3391.45
2025-07-16,3386.89
2025-07-17,3390.68
2025-07-18,3389.28
2025-07-19,3389.28
2025-07-20,3389.28
2025-07-21,3385.95
2025-07-22,3396.87
2025-07-23,3394.71
2025-07-24,3393.76
