day,price
2025-06-04,1608.45
2025-06-04,1608.45
2025-06-04,1608.45
2025-06-05,1611.29
2025-06-06,1612.27
2025-06-07,1612.27
2025-06-08,1612.27
2025-06-09,1612.88
2025-06-10,1601.27
2025-06-11,1593.02
2025-06-12,1606.86
2025-06-13,1601.06
2025-06-14,1601.06
2025-06-15,1601.06
2025-06-16,1612.74
2025-06-17,1615.56
2025-06-18,1622.99
2025-06-19,1622.99
2025-06-20,1637.38
2025-06-21,1637.38
2025-06-22,1637.38
2025-06-23,1642.49
2025-06-24,1634.02
2025-06-25,1621.13
2025-06-26,1626.2
2025-06-27,1633.24
2025-06-28,1633.24
2025-06-29,1633.24
2025-06-30,1647.37
2025-07-01,1652.47
2025-07-02,1653.03
2025-07-03,1649.02
2025-07-04,1647.5
2025-07-05,1647.5
2025-07-06,1647.5
2025-07-07,1641.26
2025-07-08,1632.78
2025-07-09,1624.37
2025-07-10,1612.26
2025-07-11,1626.45
2025-07-12,1626.45
2025-07-13,1626.45
2025-07-14,1631.51
2025-07-15,1620.96
2025-07-16,1610.5
2025-07-17,1606.71
2025-07-18,1598.9
2025-07-19,1598.9
2025-07-20,1598.9
2025-07-21,1597.34
2025-07-22,1602.35
2025-07-23,1596.4
2025-07-24,1599.22
2025-07-25,1604.6
2025-07-26,1604.6
2025-07-27,1604.6
2025-07-28,1598.72
2025-07-29,1605.93
2025-07-30,1606.57
2025-07-31,1607.21
2025-08-01,1614.82
2025-08-02,1614.82
2025-08-03,1614.82
2025-08-04,1622.11
2025-08-05,1616.1
2025-08-06,1614.53
2025-08-07,1621.8
