day,price
2025-06-04,228.01
2025-06-04,228.01
2025-06-04,228.01
2025-06-05,229.9
2025-06-06,226.45
2025-06-07,226.45
2025-06-08,226.45
2025-06-09,223.01
2025-06-10,220.33
2025-06-11,219.55
2025-06-12,223.1
2025-06-13,227.64
2025-06-14,227.64
2025-06-15,227.64
2025-06-16,225.94
2025-06-17,231.41
2025-06-18,235.18
2025-06-19,235.18
2025-06-20,246.67
2025-06-21,246.67
2025-06-22,246.67
2025-06-23,251.67
2025-06-24,248.8
2025-06-25,234.64
2025-06-26,237.5
2025-06-27,240.36
2025-06-28,240.36
2025-06-29,240.36
2025-06-30,246.18
2025-07-01,244.33
2025-07-02,250.25
2025-07-03,242.58
2025-07-04,245.57
2025-07-05,245.57
2025-07-06,245.57
2025-07-07,245.65
2025-07-08,242.86
2025-07-09,240.09
2025-07-10,238.4
2025-07-11,239.45
2025-07-12,239.45
2025-07-13,239.45
2025-07-14,235.81
2025-07-15,232.23
2025-07-16,237.85
2025-07-17,237.01
2025-07-18,234.38
2025-07-19,234.38
2025-07-20,234.38
2025-07-21,233.55
2025-07-22,237.34
2025-07-23,233.74
2025-07-24,236.59
2025-07-25,236.74
2025-07-26,236.74
