day,price
2025-06-04,4106.18
2025-06-04,4106.18
2025-06-04,4106.18
2025-06-05,4107.77
2025-06-06,4113.97
2025-06-07,4113.97
2025-06-08,4113.97
2025-06-09,4115.56
2025-06-10,4095.85
2025-06-11,4079.02
2025-06-12,4102.51
2025-06-13,4097.34
2025-06-14,4097.34
2025-06-15,4097.34
2025-06-16,4113.57
2025-06-17,4115.07
2025-06-18,4124.32
2025-06-19,4124.32
2025-06-20,4145.1
2025-06-21,4145.1
2025-06-22,4145.1
2025-06-23,4154.06
2025-06-24,4144.39
2025-06-25,4127.35
2025-06-26,4136.26
2025-06-27,4148.17
2025-06-28,4148.17
2025-06-29,4148.17
2025-06-30,4171.97
2025-07-01,4180.88
2025-07-02,4182.29
2025-07-03,4179.94
2025-07-04,4178.13
2025-07-05,4178.13
2025-07-06,4178.13
2025-07-07,4164.6
2025-07-08,4151.14
2025-07-09,4134.08
2025-07-10,4111.61
2025-07-11,4132.07
2025-07-12,4132.07
2025-07-13,4132.07
2025-07-14,4144.6
2025-07-15,4131.5
2025-07-16,4114.83
2025-07-17,4109.17
2025-07-18,4097.2
2025-07-19,4097.2
2025-07-20,4097.2
2025-07-21,4095.21
2025-07-22,4107.71
