day,price
2025-06-04,905.24
2025-06-04,905.24
2025-06-04,905.24
2025-06-05,909.36
2025-06-06,908.02
2025-06-07,908.02
2025-06-08,908.02
2025-06-09,904.61
2025-06-10,896.86
2025-06-11,893.48
2025-06-12,899.37
2025-06-13,897.99
2025-06-14,897.99
2025-06-15,897.99
2025-06-16,911.42
2025-06-17,913.64
2025-06-18,919.75
2025-06-19,919.75
2025-06-20,937.59
2025-06-21,937.59
2025-06-22,937.59
2025-06-23,941.82
2025-06-24,934.37
2025-06-25,919.32
2025-06-26,921.56
2025-06-27,927.48
2025-06-28,927.48
2025-06-29,927.48
2025-06-30,945.26
2025-07-01,947.54
2025-07-02,953.78
2025-07-03,946.2
2025-07-04,946.63
2025-07-05,946.63
2025-07-06,946.63
2025-07-07,944.99
2025-07-08,939.44
2025-07-09,933.93
2025-07-10,926.94
2025-07-11,933.19
2025-07-12,933.19
2025-07-13,933.19
2025-07-14,933.51
2025-07-15,922.36
2025-07-16,918.91
2025-07-17,913.59
2025-07-18,910.39
2025-07-19,910.39
2025-07-20,910.39
2025-07-21,905.13
2025-07-22,909.22
2025-07-23,905.84
2025-07-24,913.68
2025-07-25,912.36
2025-07-26,912.36
2025-07-27,912.36
2025-07-28,909.01
2025-07-29,913.11
2025-07-30,917.24
