day,price
2025-06-04,1839.53
2025-06-04,1839.53
2025-06-04,1839.53
2025-06-05,1842.45
2025-06-06,1843.56
2025-06-07,1843.56
2025-06-08,1843.56
2025-06-09,1844.27
2025-06-10,1830.51
2025-06-11,1822.43
2025-06-12,1836.22
2025-06-13,1830.62
2025-06-14,1830.62
2025-06-15,1830.62
2025-06-16,1840.06
2025-06-17,1842.93
2025-06-18,1848.17
2025-06-19,1848.17
2025-06-20,1862.47
2025-06-21,1862.47
2025-06-22,1862.47
2025-06-23,1867.6
2025-06-24,1861.58
2025-06-25,1851.17
2025-06-26,1856.26
2025-06-27,1863.27
2025-06-28,1863.27
2025-06-29,1863.27
2025-06-30,1877.29
2025-07-01,1882.41
2025-07-02,1885.28
2025-07-03,1881.42
2025-07-04,1880.05
2025-07-05,1880.05
2025-07-06,1880.05
2025-07-07,1871.73
2025-07-08,1865.68
2025-07-09,1855.24
2025-07-10,1841.28
2025-07-11,1857.63
2025-07-12,1857.63
2025-07-13,1857.63
2025-07-14,1862.71
2025-07-15,1852.4
2025-07-16,1844.34
2025-07-17,1838.51
2025-07-18,1830.94
2025-07-19,1830.94
2025-07-20,1830.94
2025-07-21,1829.49
2025-07-22,1836.73
2025-07-23,1828.76
2025-07-24,1833.82
2025-07-25,1837.13
