day,price
2025-06-04,1137.86
2025-06-04,1137.86
2025-06-04,1137.86
2025-06-05,1144.63
2025-06-06,1143.2
2025-06-07,1143.2
2025-06-08,1143.2
2025-06-09,1139.42
2025-06-10,1130.69
2025-06-11,1126.92
2025-06-12,1135.69
2025-06-13,1132.1
2025-06-14,1132.1
2025-06-15,1132.1
2025-06-16,1147.24
2025-06-17,1151.9
2025-06-18,1158.81
2025-06-19,1158.81
2025-06-20,1174.51
2025-06-21,1174.51
2025-06-22,1174.51
2025-06-23,1177.1
2025-06-24,1166.7
2025-06-25,1152.14
2025-06-26,1154.69
2025-06-27,1165.6
2025-06-28,1165.6
2025-06-29,1165.6
2025-06-30,1178.97
2025-07-01,1183.72
2025-07-02,1188.49
2025-07-03,1180.14
