day,price
2025-06-04,16622.01
2025-06-04,16622.01
2025-06-04,16622.01
2025-06-05,16631.42
2025-06-06,16640.64
2025-06-07,16640.64
2025-06-08,16640.64
2025-06-09,16649.86
2025-06-10,16658.98
2025-06-11,16668.2
2025-06-12,16677.38
2025-06-13,16686.68
2025-06-14,16686.68
2025-06-15,16686.68
2025-06-16,16696.12
2025-06-17,16705.43
2025-06-18,16714.38
2025-06-19,16714.38
2025-06-20,16723.73
2025-06-21,16723.73
2025-06-22,16723.73
2025-06-23,16732.97
2025-06-24,16742.07
2025-06-25,16750.51
2025-06-26,16759.88
2025-06-27,16769.19
2025-06-28,16769.19
