day,price
2025-06-04,986.94
2025-06-04,986.94
2025-06-04,986.94
2025-06-05,985.25
2025-06-06,986.63
2025-06-07,986.63
2025-06-08,986.63
2025-06-09,988.14
2025-06-10,989.64
2025-06-11,989.3
2025-06-12,989.46
2025-06-13,990.23
2025-06-14,990.23
2025-06-15,990.23
2025-06-16,991.36
2025-06-17,990.67
2025-06-18,991.68
2025-06-19,991.68
2025-06-20,991.6
2025-06-21,991.6
2025-06-22,991.6
2025-06-23,992.49
2025-06-24,993.73
2025-06-25,993.54
2025-06-26,994.9
2025-07-01,948.47
2025-07-02,948.62
2025-07-03,949.12
2025-07-04,949.26
2025-07-05,949.26
