day,price
2025-06-04,1590.44
2025-06-04,1590.44
2025-06-04,1590.44
2025-06-05,1593.3
2025-06-06,1594.25
2025-06-07,1594.25
2025-06-08,1594.25
2025-06-09,1594.87
2025-06-10,1583.18
2025-06-11,1574.85
2025-06-12,1588.78
2025-06-13,1582.92
2025-06-14,1582.92
2025-06-15,1582.92
2025-06-16,1594.68
2025-06-17,1597.5
2025-06-18,1604.98
2025-06-19,1604.98
2025-06-20,1619.45
2025-06-21,1619.45
2025-06-22,1619.45
2025-06-23,1624.6
2025-06-24,1616.05
2025-06-25,1603.05
2025-06-26,1605.88
2025-06-27,1615.23
2025-06-28,1615.23
2025-06-29,1615.23
2025-06-30,1629.46
2025-07-01,1634.59
2025-07-02,1635.13
2025-07-03,1631.08
2025-07-04,1629.54
2025-07-05,1629.54
2025-07-06,1629.54
2025-07-07,1620.96
2025-07-08,1612.42
2025-07-09,1601.7
2025-07-10,1591.74
2025-07-11,1603.76
2025-07-12,1603.76
2025-07-13,1603.76
2025-07-14,1613.34
2025-07-15,1604.95
2025-07-16,1592.14
2025-07-17,1588.31
2025-07-18,1580.43
2025-07-19,1580.43
