day,price
2025-06-04,4122.55
2025-06-04,4122.55
2025-06-04,4122.55
2025-06-05,4121.31
2025-06-06,4126.69
2025-06-07,4126.69
2025-06-08,4126.69
2025-06-09,4125.45
2025-06-10,4112.79
2025-06-11,4097.28
2025-06-12,4115.82
2025-06-13,4109.52
2025-06-14,4109.52
2025-06-15,4109.52
2025-06-16,4116.72
2025-06-17,4118.25
2025-06-18,4122.98
2025-06-19,4122.98
2025-06-20,4136.63
2025-06-21,4136.63
2025-06-22,4136.63
2025-06-23,4143.87
2025-06-24,4145.4
2025-06-25,4138.36
2025-06-26,4148.46
2025-06-27,4149.26
2025-06-28,4149.26
2025-06-29,4149.26
2025-06-30,4167.88
2025-07-01,4177.94
2025-07-02,4185.13
2025-07-03,4183.68
2025-07-04,4185.64
2025-07-05,4185.64
2025-07-06,4185.64
2025-07-07,4175.57
2025-07-08,4168.4
2025-07-09,4152.72
2025-07-10,4127.62
2025-07-11,4149.6
2025-07-12,4149.6
2025-07-13,4149.6
2025-07-14,4151.11
2025-07-15,4141.43
2025-07-16,4131.79
2025-07-17,4125.01
2025-07-18,4119.18
2025-07-19,4119.18
2025-07-20,4119.18
2025-07-21,4112.45
2025-07-22,4128.1
2025-07-23,4118.56
2025-07-24,4125.81
2025-07-25,4128.4
2025-07-26,4128.4
2025-07-27,4128.4
2025-07-28,4121.87
2025-07-29,4134.72
2025-07-30,4130.8
2025-07-31,4124.1
2025-08-01,4137.92
2025-08-02,4137.92
2025-08-03,4137.92
2025-08-04,4148.0
2025-08-05,4149.68
2025-08-06,4151.35
2025-08-07,4161.46
2025-08-08,4186.69
2025-08-09,4186.69
2025-08-10,4186.69
2025-08-11,4188.36
2025-08-12,4183.3
