day,price
2025-06-04,424.48
2025-06-04,424.48
2025-06-04,424.48
2025-06-05,422.51
2025-06-06,423.46
2025-06-07,423.46
2025-06-08,423.46
2025-06-09,423.68
2025-06-10,426.58
2025-06-11,427.78
2025-06-12,426.54
2025-06-13,426.27
2025-06-14,426.27
2025-06-15,426.27
2025-06-16,429.92
2025-06-17,428.67
2025-06-18,428.4
2025-06-19,428.4
2025-06-20,431.81
2025-06-21,431.81
2025-06-22,431.81
2025-06-23,433.51
2025-06-24,433.74
2025-06-25,431.98
2025-06-26,433.44
2025-06-27,433.66
2025-06-28,433.66
2025-06-29,433.66
2025-06-30,440.61
2025-07-01,442.59
2025-07-02,441.55
2025-07-03,440.52
2025-07-04,439.99
2025-07-05,439.99
2025-07-06,439.99
2025-07-07,437.72
2025-07-08,437.44
2025-07-09,436.67
2025-07-10,431.74
2025-07-11,433.67
2025-07-12,433.67
2025-07-13,433.67
2025-07-14,432.92
2025-07-15,429.98
2025-07-16,428.27
2025-07-17,429.94
2025-07-18,427.99
2025-07-19,427.99
2025-07-20,427.99
2025-07-21,428.7
2025-07-22,431.82
2025-07-23,431.32
2025-07-24,430.82
2025-07-25,430.08
2025-07-26,430.08
2025-07-27,430.08
2025-07-28,430.3
